ticker,symbol,future,expiry,tframe,time,open,high,low,close,tick_volume,spread,real_volume
BIT,BITJ25,J25,2025-04-26,H1,1742918400.0,508520.0,509520.0,508520.0,509520.0,2.0,20.0,2.0
BIT,BITJ25,J25,2025-04-26,H1,1743004800.0,500120.0,502000.0,500120.0,502000.0,5.0,20.0,5.0
BIT,BITJ25,J25,2025-04-26,H1,1743008400.0,504220.0,504220.0,504220.0,504220.0,1.0,20.0,1.0
BIT,BITJ25,J25,2025-04-26,H1,1743066000.0,502220.0,507200.0,502220.0,507200.0,12.0,20.0,21.0
BIT,BITJ25,J25,2025-04-26,H1,1743069600.0,506520.0,506520.0,500780.0,500780.0,19.0,20.0,29.0
BIT,BITJ25,J25,2025-04-26,H1,1743073200.0,503080.0,506220.0,501980.0,506220.0,17.0,20.0,36.0
BIT,BITJ25,J25,2025-04-26,H1,1743076800.0,505960.0,506720.0,504960.0,504960.0,6.0,20.0,6.0
BIT,BITJ25,J25,2025-04-26,H1,1743080400.0,506000.0,506000.0,504580.0,504580.0,4.0,20.0,4.0
BIT,BITJ25,J25,2025-04-26,H1,1743084000.0,503520.0,505660.0,503520.0,505660.0,12.0,20.0,16.0
BIT,BITJ25,J25,2025-04-26,H1,1743087600.0,505260.0,507240.0,505260.0,506540.0,13.0,20.0,15.0
BIT,BITJ25,J25,2025-04-26,H1,1743091200.0,507400.0,510280.0,506420.0,508360.0,157.0,20.0,293.0
BIT,BITJ25,J25,2025-04-26,H1,1743094800.0,508360.0,509240.0,507120.0,509140.0,72.0,20.0,174.0
BIT,BITJ25,J25,2025-04-26,H1,1743098400.0,508760.0,510140.0,508760.0,508760.0,11.0,20.0,21.0
BIT,BITJ25,J25,2025-04-26,H1,1743152400.0,496140.0,498060.0,493620.0,494740.0,9073.0,20.0,13045.0
BIT,BITJ25,J25,2025-04-26,H1,1743156000.0,494880.0,498240.0,493220.0,493700.0,17571.0,20.0,24994.0
BIT,BITJ25,J25,2025-04-26,H1,1743159600.0,493600.0,494720.0,489420.0,489660.0,18032.0,20.0,27947.0
BIT,BITJ25,J25,2025-04-26,H1,1743163200.0,489680.0,491560.0,488000.0,488860.0,12703.0,20.0,19947.0
